LFQ intensity 401#1,LFQ intensity 401#2,LFQ intensity 401#3,LFQ intensity 401#4,LFQ intensity WT#1,LFQ intensity WT#2,LFQ intensity WT#3,LFQ intensity WT#4,C: Only identified by site,C: Reverse,C: Potential contaminant,C: Student's T-test Significant MT_WT,C: Student's T-test significant,N: Peptides,N: Razor + unique peptides,N: Unique peptides,N: Sequence coverage [%],N: Unique + razor sequence coverage [%],N: Unique sequence coverage [%],N: Mol. weight [kDa],N: Q-value,N: Score,N: Intensity,N: MS/MS count,N: -Log Student's T-test p-value MT_WT,N: Student's T-test q-value MT_WT,N: Student's T-test Difference MT_WT,N: Student's T-test Test statistic MT_WT,T: Protein IDs,T: Majority protein IDs,T: id,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Keywords
30.5923,30.5021,30.3504,30.5395,30.4776,30.5205,30.5461,30.5196,,,,,,20,20,20,62.7,62.7,62.7,42.567,0,115.74,12568000000,105,0.139963,0.90241,-0.0198989,-0.120625,A6T5D8,A6T5D8,144,TGT_KLEP7,Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),tgt KPN78578_03480 KPN_00357,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),375,queuosine biosynthetic process [GO:0008616]; tRNA-guanine transglycosylation [GO:0101030],,metal ion binding [GO:0046872]; queuine tRNA-ribosyltransferase activity [GO:0008479],Glycosyltransferase;Metal-binding;Queuosine biosynthesis;Transferase;tRNA processing;Zinc
31.9188,31.4778,31.7139,31.7534,32.4063,32.3309,32.5087,32.1181,,,,+,MT_WT,5,5,5,28.2,28.2,28.2,11.859,0,62.557,36218000000,96,2.646,0.027027,-0.625042,-2.67028,A6T5D9,A6T5D9,145,A6T5D9_KLEP7,Sec translocon accessory complex subunit YajC,yajC KPN_00358,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),110,protein transport [GO:0015031],plasma membrane [GO:0005886],,Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport
32.7499,32.3092,32.4093,32.2697,32.5786,32.4552,32.5301,32.4673,,,,,,28,28,28,44.2,44.2,44.2,65.251,0,203.36,50404000000,265,0.267255,0.723238,-0.0732546,-0.327041,A6T5E0,A6T5E0,146,A6T5E0_KLEP7,Protein translocase subunit SecD,secD KPN_00359,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),604,intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952],plasma membrane [GO:0005886],protein-transporting ATPase activity [GO:0015450],Cell inner membrane;Cell membrane;Membrane;Protein transport;Translocation;Transmembrane;Transmembrane helix;Transport
30.1062,29.915,29.5884,29.619,29.6679,29.6387,29.7365,29.6453,,,,,,7,7,7,25.1,25.1,25.1,35.489,0,42.907,7438200000,51,0.488245,0.535712,0.135031,0.569622,A6T5E1,A6T5E1,147,A6T5E1_KLEP7,Protein-export membrane protein SecF,secF KPN_00360,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),323,intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952],plasma membrane [GO:0005886],protein-transporting ATPase activity [GO:0015450],Cell inner membrane;Cell membrane;Membrane;Protein transport;Translocation;Transmembrane;Transmembrane helix;Transport
31.2159,30.6684,31.1672,31.1433,31.4028,31.2322,30.7471,31.2992,,,,,,9,9,9,31.6,31.6,31.6,33.507,0,155.49,19392000000,130,0.257423,0.667213,-0.121606,-0.399265,A6T5E4,A6T5E4,148,A6T5E4_KLEP7,Nucleoside-specific channel-forming protein Tsx,tsx KPN_00363,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),294,,cell outer membrane [GO:0009279]; pore complex [GO:0046930],nucleoside transmembrane transporter activity [GO:0005337]; porin activity [GO:0015288],Cell outer membrane;Ion transport;Membrane;Porin;Receptor;Signal;Transmembrane;Transport
30.2412,30.0672,30.0318,30.2756,29.7375,29.7051,29.9245,29.5059,,,,,,7,7,7,52.3,52.3,52.3,17.139,0,32.598,8546800000,59,2.21527,0.0580896,0.435702,2.0135,A6T5E6,A6T5E6,149,NRDR_KLEP7,Transcriptional repressor NrdR,nrdR KPN78578_03560 KPN_00365,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),149,negative regulation of DNA-templated transcription [GO:0045892],,ATP binding [GO:0005524]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270],ATP-binding;DNA-binding;Metal-binding;Nucleotide-binding;Repressor;Transcription;Transcription regulation;Zinc;Zinc-finger
29.652,29.2778,29.1051,28.929,29.44,29.1228,29.0541,28.2788,,,,,,8,8,8,28.3,28.3,28.3,40.092,0,56.94,4923500000,36,0.404542,0.46939,0.267029,0.664345,A6T5E7,A6T5E7,150,A6T5E7_KLEP7,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)],ribD KPN_00366,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),367,riboflavin biosynthetic process [GO:0009231],,5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; NADP binding [GO:0050661]; zinc ion binding [GO:0008270],Hydrolase;Metal-binding;Multifunctional enzyme;NADP;Oxidoreductase;Riboflavin biosynthesis;Zinc
32.6313,33.1614,33.9921,33.4792,33.2155,34.4702,34.7446,34.8457,,,,,,9,9,9,88.5,88.5,88.5,16.156,0,306.93,1.44E+11,315,1.10884,0.0864698,-1.00301,-1.71958,A6T5E8,A6T5E8,151,RISB_KLEP7,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",ribH KPN78578_03580 KPN_00367,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),156,riboflavin biosynthetic process [GO:0009231],riboflavin synthase complex [GO:0009349],"6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]",Riboflavin biosynthesis;Transferase
31.6506,31.8479,31.9043,31.8619,31.7937,31.7686,31.8383,31.5738,,,,,,10,10,10,67.6,67.6,67.6,15.764,0,106.37,30770000000,118,0.391321,0.677834,0.0725694,0.377286,A6T5E9,A6T5E9,152,NUSB_KLEP7,Transcription antitermination protein NusB (Antitermination factor NusB),nusB KPN78578_03590 KPN_00368,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),139,DNA-templated transcription termination [GO:0006353]; transcription antitermination [GO:0031564],,RNA binding [GO:0003723],RNA-binding;Transcription;Transcription antitermination;Transcription regulation
29.8318,29.6699,29.8643,29.6396,29.704,29.6607,30.2215,29.7056,,,,,,8,8,8,40.2,40.2,40.2,34.741,0,58.417,7596600000,73,0.194811,0.769935,-0.0715714,-0.279753,A6T5F0,A6T5F0,153,A6T5F0_KLEP7,Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16),thiL KPN_00369,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),323,phosphorylation [GO:0016310]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229],,ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; thiamine-phosphate kinase activity [GO:0009030],ATP-binding;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Thiamine biosynthesis;Transferase
NaN,24.1505,24.2587,25.253,25.6323,25.9449,25.6613,26.2745,,,,+,MT_WT,5,5,5,14.1,14.1,14.1,33.954,0,8.9958,338400000,9,1.92611,0.0244706,-1.32416,-2.91691,A6T5F2,A6T5F2,154,A6T5F2_KLEP7,NAD(P)H-dependent xylose reductase,yajO KPN_00371,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),304,,,oxidoreductase activity [GO:0016491],
28.4399,28.7174,28.9579,28.6856,28.9278,30.0772,30.2489,30.1181,,,,+,MT_WT,12,12,12,27.4,27.4,27.4,67.36,0,57.091,5960700000,44,1.9004,0.029094,-1.14278,-2.62038,A6T5F3,A6T5F3,155,DXS_KLEP7,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),dxs KPN78578_03630 KPN_00372,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),620,1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228],,1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],Isoprene biosynthesis;Magnesium;Metal-binding;Thiamine biosynthesis;Thiamine pyrophosphate;Transferase
26.6084,27.5756,27.8721,27.7711,26.5696,27.4309,28.4525,28.5532,,,,,,3,3,3,11.7,11.7,11.7,32.228,0,19.816,1800700000,12,0.213455,0.629797,-0.294767,-0.445411,A6T5F4,A6T5F4,156,A6T5F4_KLEP7,Geranyltranstransferase (Farnesyldiphosphate synthase),ispA KPN_00373,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),299,isoprenoid biosynthetic process [GO:0008299],,transferase activity [GO:0016740],Magnesium;Transferase
24.8925,26.0559,26.8277,27.1705,26.4114,28.1743,28.3973,29.1165,,,,,,3,3,3,72.5,72.5,72.5,8.8246,0,64.668,1729900000,30,1.23691,0.0540408,-1.78826,-2.04193,A6T5F5,A6T5F5,157,EX7S_KLEP7,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),xseB KPN78578_03650 KPN_00374,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),80,DNA catabolic process [GO:0006308],cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318],exodeoxyribonuclease VII activity [GO:0008855],Cytoplasm;Exonuclease;Hydrolase;Nuclease
29.7135,29.2241,28.6214,27.4637,26.5637,27.6751,27.4461,28.5692,,,,,,6,6,6,15.1,15.1,15.1,54.716,0,19.213,3144000000,32,0.957735,0.10128,1.19215,1.59464,A6T5F6,A6T5F6,158,THII_KLEP7,tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase),thiI KPN78578_03660 KPN_00375,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),482,thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA thio-modification [GO:0034227],cytoplasm [GO:0005737],ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; tRNA binding [GO:0000049]; tRNA U4 sulfurtransferase [GO:0140741],ATP-binding;Cytoplasm;Disulfide bond;Nucleotide-binding;Redox-active center;RNA-binding;Thiamine biosynthesis;Transferase;tRNA-binding
33.3761,33.3235,33.3761,33.2011,33.3785,33.2536,33.3208,33.6181,,,,,,16,16,16,74.8,74.8,74.8,18.353,0,248,90532000000,337,0.354576,0.687311,-0.0735846,-0.366979,A6T5G0,A6T5G0,159,Y370_KLEP7,UPF0234 protein KPN78578_03700,KPN78578_03700 KPN_00379,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),163,,,,
31.273,31.0552,31.4362,31.1794,31.6322,31.5129,31.0558,31.573,,,,,,9,9,9,12.1,12.1,12.1,74.26,0,40.448,22422000000,109,0.644629,0.391019,-0.207515,-0.782575,A6T5H4,A6T5H4,160,A6T5H4_KLEP7,Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome o ubiquinol oxidase subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1),cyoB KPN_00393,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),663,aerobic respiration [GO:0009060],respirasome [GO:0070469],"cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",Electron transport;Heme;Iron;Membrane;Metal-binding;Respiratory chain;Transmembrane;Transmembrane helix;Transport
31.4656,31.74,31.5182,31.3044,32.1609,32.237,31.6462,32.0022,,,,,,11,11,11,49.7,49.7,49.7,33.315,0,64.33,29935000000,148,1.71418,0.0720816,-0.504489,-1.86689,A6T5H5,A6T5H5,161,A6T5H5_KLEP7,Ubiquinol oxidase subunit 2,cyoA KPN_00394,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),302,,plasma membrane [GO:0005886]; respirasome [GO:0070469],"copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",Cell membrane;Electron transport;Membrane;Oxidoreductase;Respiratory chain;Transmembrane;Transmembrane helix;Transport
30.7802,31.0994,31.5354,31.0654,30.9576,30.9699,30.8952,31.007,,,,,,8,8,8,60.2,60.2,60.2,19.58,0,99.803,19254000000,100,0.466339,0.512407,0.16266,0.605443,A6T5H7,A6T5H7,162,A6T5H7_KLEP7,Lipoprotein,yajG KPN_00396,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),181,,,,Lipoprotein
28.1626,27.24,27.7303,27.8096,28.6778,29.1446,26.3673,28.847,,,,,,4,4,4,53.3,53.3,53.3,11.969,0,22.882,2603000000,32,0.335824,0.463893,-0.523553,-0.674001,A6T5H8,A6T5H8,163,A6T5H8_KLEP7,Possible regulator of murein genes,bolA KPN_00397,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),105,,,,Stress response
36.5096,36.6228,36.585,36.4415,36.3081,36.1679,36.3629,36.1348,,,,,,50,50,50,74.5,74.5,74.5,48.112,0,323.31,7.63E+11,1559,2.32008,0.0928615,0.296289,1.65431,A6T5H9,A6T5H9,164,TIG_KLEP7,Trigger factor (TF) (EC 5.2.1.8) (PPIase),tig KPN78578_03890 KPN_00398,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),432,cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031],cytoplasm [GO:0005737],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],Cell cycle;Cell division;Chaperone;Cytoplasm;Isomerase;Rotamase
33.8806,33.7833,33.4887,33.8618,33.3091,33.9219,33.6638,33.7311,,,,,,11,11,11,50,50,50,21.692,0,323.31,1.15E+11,263,0.25273,0.691503,0.0971308,0.362325,A6T5I0,A6T5I0,165,A6T5I0_KLEP7,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),clpP KPN_00399,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),194,proteolysis [GO:0006508],cytoplasm [GO:0005737],ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252],Cytoplasm;Hydrolase;Protease;Serine protease
33.0587,32.9389,32.9499,33.0716,33.5527,33.351,33.2131,33.3667,,,,,,36,36,36,82.8,82.8,82.8,46.293,0,323.31,82501000000,501,2.47382,0.068,-0.366117,-1.93555,A6T5I1,A6T5I1,166,CLPX_KLEP7,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX KPN78578_03910 KPN_00400,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),424,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270],ATP-binding;Chaperone;Metal-binding;Nucleotide-binding;Zinc
32.3971,33.324,32.4789,32.0354,32.6925,32.574,33.7131,31.8782,,,,,,7,6,6,41.1,41.1,41.1,9.1374,0,43.405,58138000000,122,0.124973,0.77862,-0.155609,-0.269509,A6T5I3,A6T5I3,168,A6T5I3_KLEP7,"DNA-binding protein HU-beta, NS1 (HU-1)",hupB KPN_00402,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),90,,,DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527],DNA-binding
33.1094,33.042,33.0024,33.0284,32.9475,32.8495,33.1088,33.0184,,,,,,36,36,36,80.4,80.4,80.4,67.835,0,323.31,71305000000,440,0.495574,0.678451,0.0644875,0.378181,A6T5I4,A6T5I4,169,A6T5I4_KLEP7,Peptidyl-prolyl cis-trans isomerase D,ppiD KPN_00403,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),624,,membrane [GO:0016020],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],Isomerase;Membrane;Rotamase;Transmembrane;Transmembrane helix
28.5199,28.4443,28.4104,28.3603,28.5637,28.9744,27.7113,28.855,,,,,,7,7,7,42.5,42.5,42.5,25.662,0,75.726,3154800000,34,0.120068,0.814512,-0.0923586,-0.232039,A6T5I7,A6T5I7,170,QUEC_KLEP7,7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC),queC KPN78578_03970 KPN_00406,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),233,queuosine biosynthetic process [GO:0008616],,"ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]",ATP-binding;Ligase;Metal-binding;Nucleotide-binding;Queuosine biosynthesis;Zinc
24.6755,24.8003,25.532,25.2009,NaN,25.6033,25.7806,25.0346,,,,,,2,2,2,4.7,4.7,4.7,65.261,0.0039172,1.0942,269720000,4,0.663116,0.269646,-0.420688,-1.02817,A6T5J3,A6T5J3,171,A6T5J3_KLEP7,ATP-binding component of a transport system,mdlB KPN_00412,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),592,,membrane [GO:0016020],ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],ATP-binding;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix
29.8536,29.7808,29.4122,29.1395,29.2568,29.2423,29.4725,29.5806,,,,,,11,11,11,47,47,47,32.044,0,77.417,6023400000,53,0.369472,0.568367,0.158477,0.533257,A6T5J6,A6T5J6,172,A6T5J6_KLEP7,Acyl-CoA thioesterase II,tesB KPN_00415,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),287,acyl-CoA metabolic process [GO:0006637],,acyl-CoA hydrolase activity [GO:0047617],Hydrolase
31.9906,32.5072,32.6359,32.8191,32.5492,32.9859,33.8133,33.0071,,,,,,2,2,2,27,27,27,17.049,0,62.121,64334000000,111,0.967752,0.139654,-0.600665,-1.40023,A6T5J7,A6T5J7,173,A6T5J7_KLEP7,Glycoprotein/polysaccharide metabolism,ybaY KPN_00416,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),163,,,,Signal
25.94,26.1562,26.0607,25.8337,26.569,26.0041,25.759,26.1612,,,,,,2,2,2,28.2,28.2,28.2,9.5598,0,125.64,581740000,9,0.283815,0.648458,-0.125642,-0.425742,A6T5K0,A6T5K0,174,A6T5K0_KLEP7,Arc family DNA-binding protein,KPN_00419,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),85,,,,
29.1667,29.0902,28.6971,29.0256,29.1228,28.9833,29.0804,29.1769,,,,,,10,10,10,38.5,38.5,38.5,38.798,0,38.467,4499900000,37,0.375403,0.641111,-0.095932,-0.43161,A6T5L5,A6T5L5,175,A6T5L5_KLEP7,Transcriptional repressor of lactose catabolism (GalR/LacI family),KPN_00434,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),356,regulation of DNA-templated transcription [GO:0006355],,DNA binding [GO:0003677],DNA-binding;Transcription;Transcription regulation
NaN,22.5836,23.119,24.1086,22.1755,23.538,24.2321,24.4588,,,,,,2,2,2,8.3,8.3,8.3,53.155,0,10.11,93553000,7,0.178741,0.668446,-0.330712,-0.400908,A6T5L9,A6T5L9,176,A6T5L9_KLEP7,"Bacterial regulatory protein, GntR",KPN_00438,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),483,,,catalytic activity [GO:0003824]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170],DNA-binding;Transcription;Transcription regulation
29.2876,29.1345,28.7515,28.0867,27.012,28.1528,27.5283,28.0636,,,,+,MT_WT,5,5,5,57.8,57.8,57.8,9.7983,0,17.095,3052200000,16,1.61507,0.0436863,1.1259,2.30991,A6T5M2,A6T5M2,177,A6T5M2_KLEP7,Haemolysin expression modulating protein,hha KPN_00441,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),83,,,,
32.6828,32.6185,32.7367,32.7189,32.7092,32.5967,32.4846,32.4984,,,,,,36,36,36,43.1,43.1,43.1,113.32,0,323.31,55934000000,389,1.04026,0.452772,0.117032,0.691177,A6T5M4;A6TET1,A6T5M4,178,A6T5M4_KLEP7,Efflux pump membrane transporter,acrB KPN_00443,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),1048,xenobiotic transport [GO:0042908],plasma membrane [GO:0005886],efflux transmembrane transporter activity [GO:0015562],Cell inner membrane;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport
33.5047,33.4688,33.2876,33.0936,32.6003,32.6085,32.9205,32.6965,,,,+,MT_WT,25,25,25,64.7,64.7,64.7,42.256,0,323.31,74807000000,344,2.71722,0.0255922,0.63224,2.73105,A6T5M5;A6TET0,A6T5M5,179,A6T5M5_KLEP7,Acridine efflux pump,acrA KPN_00444,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),397,response to toxic substance [GO:0009636],membrane [GO:0016020],transmembrane transporter activity [GO:0022857],Signal
28.7922,29.0852,29.1178,29.0283,28.2463,29.1742,30.1713,29.0716,,,,,,11,11,11,12.7,12.7,12.7,126.49,0,106.79,4799800000,38,0.152515,0.736862,-0.159949,-0.312283,A6T5M7,A6T5M7,180,A6T5M7_KLEP7,Component of the MscS mechanosensitive channel,kefA KPN_00446,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),1115,transmembrane transport [GO:0055085],plasma membrane [GO:0005886],,Cell membrane;Coiled coil;Membrane;Transmembrane;Transmembrane helix
30.3776,30.6182,30.2422,30.5655,30.1759,30.3672,30.7428,30.005,,,,,,6,6,6,43.7,43.7,43.7,20.077,0,75.579,11703000000,73,0.297152,0.634438,0.128109,0.439339,A6T5N2,A6T5N2,181,APT_KLEP7,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),apt KPN78578_04420 KPN_00451,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),183,adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],cytoplasm [GO:0005737],adenine phosphoribosyltransferase activity [GO:0003999],Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
27.6222,26.7491,26.7375,26.5809,26.8506,26.8514,25.8824,26.0348,,,,,,8,8,8,13.4,13.4,13.4,69.605,0,6.322,956410000,9,0.719568,0.224355,0.517646,1.12016,A6T5N3,A6T5N3,182,A6T5N3_KLEP7,DNA polymerase III subunit gamma/tau (EC 2.7.7.7),dnaX KPN_00452,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),635,DNA replication [GO:0006260],DNA polymerase III complex [GO:0009360],ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],ATP-binding;DNA replication;DNA-directed DNA polymerase;Nucleotide-binding;Nucleotidyltransferase;Transferase
29.4639,29.5499,29.614,29.7905,29.8736,29.797,29.0399,29.5876,,,,,,7,7,7,85.5,85.5,85.5,12.056,0,50.315,6850800000,109,0.0526704,0.920113,0.030046,0.0964257,A6T5N4,A6T5N4,183,Y444_KLEP7,Nucleoid-associated protein KPN78578_04440,KPN78578_04440 KPN_00453,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),110,,bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737],DNA binding [GO:0003677],Cytoplasm;DNA-binding
36.7505,36.733,36.5963,36.6659,36.123,36.0689,36.2235,35.9763,,,,+,MT_WT,63,63,63,80.9,80.9,80.9,71.106,0,323.31,7.69E+11,1556,4.08931,0.0115385,0.588498,3.39032,A6T5N6,A6T5N6,185,HTPG_KLEP7,Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G),htpG KPN78578_04460 KPN_00455,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),624,,cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082],ATP-binding;Chaperone;Cytoplasm;Nucleotide-binding;Stress response
33.3947,33.1434,33.1928,33.3131,33.2275,32.9939,33.3632,33.0326,,,,,,20,20,20,66.8,66.8,66.8,23.548,0,155.78,82641000000,294,0.465558,0.595477,0.10672,0.497255,A6T5N7,A6T5N7,186,KAD_KLEP7,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),adk KPN78578_04470 KPN_00456,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),214,AMP salvage [GO:0044209]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524],ATP-binding;Cytoplasm;Kinase;Nucleotide biosynthesis;Nucleotide-binding;Transferase
